label,text
1,"""@BVSEDCHINK: Yo fuck skateboarding, all y'all some wood pushing faggots man, ball is life http://t.co/VBCzP6HMT7""
@AmJemieBenn"
2,RT @IcySoleOnline: Should of been a cork sole RT @Johnny_Blaz3: why is there no cork on the WTL XI?
1,"@OleanderPlume But no joke I will say NO IT IS NOT an Oleander and wife will say Son of a bitch.. Ron, yes the hell it is get out your book"
1,@KxRxSxB haha no but I was ready to slap that bitch again he came walkin in my room to say hi while I was playin saints in my underwear -_-
1,@PinchSuckBlow lmoa @ high as giraffe pussy
2,&#8220;@Yattabing Cavs trash.. Heat trash.. Smh&#8221;pat gotta make trades
1,"@SuperheroReport ""I'm going to show these bitches how it's done."" http://t.co/RF5dTVQWI6"
1,&#8220;@kirstenkraft: there isn't one song on Blacc Hollywood I dislike.&#8221; Except the song with nicki minaj because that triffling bitch sucks
2,DEREK JETER clap clap clapclapclap #Yankees
1,@Tweenki_ thus you have the term redneck also.... The Creator is not mocked. Good for you...Excellent Precept Daughter!
2,@ennuitimes clever monkey!
1,"&#8220;@GrumpyCatTalkin: I'm sorry I offended you when I called you a bitch, I honestly thought you knew.&#8221;&#128514;&#128514;&#128514;&#128514;&#128514;"
1,"""@marackaf: &#8220;@white_thunduh: Aye yall ima tryout for the bowling team frfr&#8221; tryouts passed tho"" no theres two more retard"
1,@ThomasNye1 oh u can dog her out but don't show that hoe no love if u doing it with ya ol lady
2,@TheMayorMatt the early bearded man gets the clam ? #herkfacts
2,"RT @TwangNation: On this day , February 13, in 2002 Waylon Jennings left us for that honky-tonk in the sky - Dreaming My Dreams - ht ..."
1,@MileyCyrus Has transformed to a bad bitch. She can get the D
1,"@TakingBackSunda @NYCGreenfield @lsarsour that's not how you resist, you worthless retard. Do you need a dictionary?"
1,@SteezHOE this was my nigga in that bitch man!
1,@John_Mayer_69 @Biggg_Mackkk dont talk to your hoe that way
2,Will be interesting to watch how Interlagos grips in this weekend. F1 cars basically the guinea pigs for WEC later this month.
1,"""By the way we do punch bitches."""
2,RT @nikaaaa3: @Patt_Hoff you're secretly a Yankee fan! You'll admit it some day !
2,@BriannaLovesA my trick is I wait for the bird to get close to the pipe and then tap the screen! So you never hit your head.
2,"Saw 5 pick up a dime off the floor with her toes. Apparently my ""monkey toes"" gene is strong with that one."
2,Define wigga
1,"""@HeartlessFuck: Glad I'm getting outta Atlanta. Nothing but a bunch of niggas in &amp; outta jail &amp; dumb bitches with mad kids fuckin em."""
2,&#8220;@BasebaIIVines: Michael Pineda hides pine tar...on his neck http://t.co/PJRKJeaY6h&#8221; fact that the Yankees cheat &#128077;&#128077;&#128077; Go Red Sox!! #Boston
1,100 mile dead zone radius around Philly...gotta go to NY or DC RT @CeeRoss The tri state needs better bitches
2,RT @Yankees: Getting the field ready for today's game. http://t.co/lh4UzqXbei
1,@AC_Hussle bitches are hoes don't be surprised
2,Tyrese trash
2,She's definitely a Kardashian bird RT @BasedChasen: http://t.co/RY3ocBwVTn
1,@AustinBurge44 pussy ass schedule
1,@KASSIGOD drinking away this stress. you got some new hoes for us?
1,@CaptElliott NFN you bitch to much.
2,RT @Yankees: #Yankees can jump into first place TONIGHT. RT if you think they will!
2,RT @ItsGirllCode: when other girls wear beanies they look cute &amp; stylish but when i wear them i look like a member of a drug cartel who sel&#8230;
1,@DefineMEee lol tell dat white bitch I said hey
1,@Fit4LifeMike @chanelisabeth shut up fuckin beaner
1,@StarLavaFox if the bitch don't like it she can't be my bitch
2,@cakedjake We're laying rock around our lake. You're welcome to join a redneck workout. #muscles &#128170;&#128513;
1,"&#128563; RT @ariluvsall: Niccas y'all need lives, money, pussy, hobbies, or sum guidance ... Bunch of Petty miserable dick n a booty ass Boys ..."
1,&lt;&lt;&lt;&lt;&lt;&lt;when bitches be doing too much on twitter
2,Bengals kicker trash.
2,What ever happened to the Teen Titans of my day and why must they mock me with this Teen Titans Go?
2,brass monkey dat funky monkey http://t.co/NaDoF9QqDa
1,"@BroadwayMensa hoes not women, like to be the center of attention"
2,All da white folk off twitter yet? Da colored tweet at night while y'all sleep cuz you gotta woyke tomorrow.
2,@emilysteers WASP EGGS
1,"' And you know that I believe it , cause her pussy to mee... &#1041185;&#1041240; And she don't fuck with many niggahs , she don't fuck with any niggahs &#1041219; ."
1,@_KaeeJones lmaooo boy thought he wS all type of right spelling that hoe
2,"#RedSox, focus on the #Orioles that knocked you out last year, and not your hatred of the #Yankees for um-teen years! LOL!"
1,"#porn,#android,#iphone,#ipad,#sex,#xxx, | #Hairy | Hairy pussy http://t.co/9DOIbSkT17"
1,"&#8220;@BeenSlimm: Too many ""lil niggas"" on my TL. http://t.co/vqGezMMwWs&#8221; boosie got hoes"
1,@DS_Arrogance @HG_Shit I bet I can pull at lease 3 bitches with them &#128514;&#128514;
2,*waits for Fanduel to hit me with the jig*
2,RT @LOHANTHONY: i'm so hungry if someone would send me a flying parachute with brownies attached to it like they do in the hunger games tha&#8230;
2,"Who remembers when we were in middle school/high school and would throw paper in the trash from our seat and yell ""KOBE!"" Lmfaoooo"
2,Why Jon hates birds. http://t.co/VwXlbmJ7fY
2,My baby boy asleep with my monkey that I had since I was little! I love my son so much! http://t.co/ioSARfS3rO
1,"""@ComedyPosts: Harlem shake is just an excuse to go full retard for 30 seconds."""
1,"&#8220;@BroCulture: When life knocks you down, stand the fuck up and say ""You hit like a little bitch.""&#8221;"
1,"""@BOSSBYTCHH: Him seh me pussy wetter then a shower curtain....#ahmesehwetness""&lt;lmao!!"
1,@CsSalazar15 yeah right pussy !
1,@MrInfernusHD Squad builders gets you bitches
2,@Hendrixoxo lemme guess you wore the hilly hicks sweats/leggings &#128514;&#128514;&#127874;&#127856;&#128079;&#127825;
1,@BlakkHoodie_562 fosho my niggah il be over there just been real busy lately
2,RT @Elisaa_Martinez: Happy birthday cotton picker lol @1NOnlyDirtyMike
1,"""@Tmacc_GFG: &#8220;@VoiceOfDStreetz: ""@Tmacc_GFG: &#8220;@tizzimarie: No slushes &#128549;&#8221;hoes nasty anyway fam""&#128564;&#8221;them hoes taste like meds""&#127815;&#127815;&#127868;"
1,@AntiHeroKo bitch FOH
1,"' Indiana niggah you can tell from ma muhhfuckin grammar , I swear I got 3 hoes with me just like I'm Santa &#1041204;&#1043359; ."
1,&#8220;@jcash___: @FreeMolly_ @VoiceOfDStreetz &#128077;&#128514;&#128514;&#128514; bitch I was fukkin wicha but fuck you nigga square up&#8221; and I'm fucking with you &#128514;&#128514;&#128076;
2,RT @TheRisingStar23: Shy Glizzy Decent Af
2,He's trash tho &#8220;@_dimejii: Its 10 Million Naira If You Want Me On Your Song &#8211; Wizkid http://t.co/Nsxaacj4jG via @naijaxclusive&#8221;
2,"Whenever I see a pic captioned
""Soft ghetto"" I log off for 25 minutes"
1,@RealSkipBayless haha how much are you payed to CONSTANTLY NOT KNOW what you're talking about??? Dumb ass &#128514;&#128076; wade is trash
2,If you didn't have tattoos as a diversion for your bird chest and malnourished body sir... your instagram would be trash
1,@AnthonyCumia just don't bitch when your power goes out like last time
2,Gas is always cheaper in the ghetto
1,@SteveStockmanTX stockboy U should talk. U tweet lies and childish shit about Obama.youre very unqualified. You only appeal to dumb rednecks
2,RT @kuczaaaK: I'm getting trash talked by a 8 year old #wtf
2,@kathleen_herne Stink should shut his hole &amp; just perform his tricks like a good trained monkey
1,"""New Flame"" the song of the yr lol that bitch SUPER run like"
2,I think I found a normal roommate again! Praise be to Jesus! These current ones are about to get their throats slit in their sleep!
1,&#8220;@JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/1WhgfzBUkR&#8221; gal in the blue throwing it &#128527;
1,@TristenGQAss couldn't help it man. niggas pussy for robbing a chick and shootin her.
2,RT @elcinpoyrazlar: Two Jihadis Arguing Over Stolen M&amp;M's Will Make Your Day http://t.co/uFRcLDiovX @markham @vocativ http://t.co/zukwJ2ve2d
2,RT @JuanNDaCut: When twitter rappers dm me their trash links http://t.co/yck16ZiNZZ
2,Charlie Sheen
2,2 #iubb games when im in #bloomington #btown how good is that?! #ncaa #basketball #college #Indiana #iu #hoosiers
2,"""You look like little birds help you get dressed in the morning"""
2,This being sick is for the birds.
1,&#8220;@CiscoAllDay: If you have a different dude every other week you might be a hoe... #js&#8221;no your not don't listen to him ladies #DoU
2,Whoever made these brownies and cookies belongs in heaven
1,"@TimMurphyy @fgcu_basketball rather be an ""ultra fag"" than get an 18 on my ACT and go to FGCU #zing"
1,&#8220;@ImaPlainJane: @SimplySoulful because I thought Jay Z would hit her&#8221; yeah he is known for sockin a bitch or 2
2,#drunk #trash #trashed #wasted @ The Draught Horse http://t.co/UvWkhpEswh
2,another long night with allergies! need better ned than zertec or however you spell it!
1,""" lames crying over hoes thats tears of a clown """
1,@_CaliStrong - lol it's possible that a hoe can treat you the right way but will she love you the right way? No. A hoe will be a hoe.
1,@JennaHord12 Feels like it's been a year since I seen ya queer lolol
1,@Oskzilla @yaseenxkahn sleep niggah! Lol
1,@Ron_Ron_12 it's a song hoe
1,@CoronaDior just found u and fuck is my cock hard! Love your dripping pussy
2,RT @TwitchyTeam: Richard Grenell: WaPo's Greg Sargent mocks voter ID and 'proves point' of proponents http://t.co/KG3NEWOYIy
2,&#8220;@GreatGawd: Name something trash&#8221; Cavs
1,@ImOnMyLevelGTB so what ur sayin is all I mess wit is hoes? #shady
1,&#8220;@HighClassCapri: @what_evaittakes lmao definitely not &#127814;&#8221;&#128553;&#128553;&#128553; I was bout to say don't front bitch that shit a freeway
2,"RT @ESPNNFL: For the 1st time in the Tom Brady era, the Patriots are in sole possession of last place in the AFC East http://t.co/zMkwGNzOCT"
2,#philhughes @Yankees #nyy better then UR whole team
2,After Deztinis session we needed this lmao Jk girl good yob lol http://t.co/3spfhBBkVD
1,@Trippy_Spiffy ayyyyyyeeeeee my nigga back in the bitch
1,@Hi__________Bye omfg or the other pics of the tranny lmao
2,@Lov3Tadaisha &#128514;&#128514;&#128514; a box full of yellow crayons.
2,"LA M&#193;QUINA

Una vez en Jap&#243;n 5 japoneses crearon una m&#225;quina que atrapaba ladrones. Primero la m&#225;quina la... http://t.co/khzl8PfGCT"
2,Let's go for the sweep!! #Yankees #SubwaySeries
1,"' You niggahs actin like hoes , I can sale those ! &#1041204;&#1041204;&#1041636;"
2,McDonald's is hella trash to me now
1,"@OurCofE An end to the ordination of women and faggots, whose only aim is to weaken and split our communion."
2,Cardinals score 1st. They lead 1-0 in the top 3rd with birds on base. #NLCS #SFvsSTL
2,"RT @AIIAmericanGirI: &#127482;&#127480;
FEC May Yank 1st Amendment Guards for Drudge, Rest of Internet https://t.co/pVe5nNAOkV #wiunion"
1,&#8220;@DipEx_YRichN: Why that hoe crying In her mugshot&#8221;&#128514;&#128514;&#128514;&#128514; bruh
1,@MethNotWeed bitch look homeless and u say meth not weed ur a fucking discrimination to American but enough of the bull shit what up fuk boy
1,"@Icy_Rapture more like

Look at all those bitches"
2,"RT @IllusiveHaven: shhhh&#8230;
wrap yourself around me
let me kiss the bruises on your heart
lick your unhealed wounds
and taste the raw wild ho&#8230;"
2,This waiting thing is for the birds...
2,Friendly advice to western reporters in Kobane: don't advertise your location. Jihadis are tracking u &amp; consider u a high-prize target #ISIS
2,Charlie is so adorable. http://t.co/TMpBYyjGFL
1,"""@theaveragerocks: Hardcore way to eat Mac and cheese
1. Boil water 
2. Snort cheese powder
3. Drink boiling water 
4. Fuck bitches"""
2,RT @FallonTonight: Jimmy and @BillyJoel's two-man doo-wop performance just went live on YouTube! https://t.co/NGzhImyvSF #FallonTonight htt&#8230;
2,RT @HighSchoolSuckz: i am that horrible friend who reads your text then puts the phone down to do something and forgets to reply until 4 ho&#8230;
1,@RyeOrDie because them niggas that told you bitch made &amp; they not real niggas or any kind of real
1,"""@GirlThatsVonte: Yall still going trick or treating this year or nah?""hell yeah ima be da sweet tooth bandit steal bitches bags n shit"
2,"Oh your gonna ruining your life just throwing it away smoking weed, but my test scores are higher than yours. . . . Just trash my life"
1,&#8220;@Deeiiggee: My dog like scratches at the floor before he lays down.. He's weird&#8221; buddy's normal your weird bitch
1,"""if she can suck your dick with a dip in, she's not only a keeper but a true redneck woman."" - Kim's Dad."
2,RT @juliebenz: I drink unicorn tears... RT @thecarnage07: @juliebenz And they say blondes don't age well :) You look like you're 20 :) ho&#8230;
1,18 yr scrap from out here might get life in prison for murderin a norte nigga by el pollo loco off of story rd.&#128563;
2,"I would bitch about the weather being bipolar, but I'm just gonna appreciate how nice it is instead"
1,&#8220;@cb_marie: Fuck them texts! &#128526; it's a movement. Lmaooo &#8220;@koleworld4: courts texting rubbed off on me &#128514;&#8221;&#8221;she used to be bitch bout it tho &#128553;
1,"""@likemicah: Y'all dumb ass niggas be so pressed to have hoes. Y'all weak as fuck as fuck"" ...weed over hoes, oreos too."
2,"&#8220;@BurgerKing: What&#8217;s going to be your pick for #SelectionSunday? #2for5 #WatchLikeaKing http://t.co/aBam30gSk4&#8221;

Dis make colored folk happy"
1,@BeattyJustin @KYOppCoalition Obama's bitch!
2,I just saw a man have a actual conversation with his bird haha
2,"Don't really care if a fighters black, white, yellow or Dalmatian. If he is good he is good."
2,"Molly and Ellie need the teas, so #CafeShaw bound I go. Everyone else is off to Amsterdam I couldn't get time off so hey ho 8-)"
2,@clangloisss hmu negro
1,@DustinHooper225 should be lol lil bitch
1,@SavageNiggg @ChillAssTweets_ no bitch
2,"RT @RussOnPolitics: GOP nominee for #MAgov Charlie Baker's ""fisherman story"" falls apart. He deserves an Oscar for his play crying. http://&#8230;"
1,&#8220;@daijahshardaee: I feel sorry for whoever using Alyssa number to play phone games &#128532;&#128080;&#8221; dumb ass hoes who ain't got a life
1,@AustinZ18 &#128514;&#128514;&#128514;&#128514;&#128514; i can not wait to see this fucking cunt. Her ass is mine.&#128548;&#128548;&#128548;&#128548;
2,@OriginvlEpic in the trash
2,"@desamador you gotta be like me n the twins, just chug it all before everyone"
1,"""You're a garden rose, and that bitch is a weed."""
1,@DaveSwerve boy look like a Slave on that hoe
2,"RT @Oreo: Woah, the depth of this Ollusion is unreal. #Ollusions http://t.co/fuiVThvZyN"
1,@RAEPaelMunturo @WorldStarFunny aye sae en feeld kawkin dyke
2,RT @SeQuoia_Gabris: &#8220;@UeonoYungJumbo: @SeQuoia_Gabris yeah hoe!&#8221; But the babies are innocent lol so Gabriella still got her sister a birthd&#8230;
1,@TheRealCortlan All the thirsty hoes. Lol
1,&#128514; bruh these hoes gotta be stupid.
2,Lmaoooooo @ Supreme being trash. Guess Bape is trash to huh?
1,&#8220;@Leelucas_: I fucked up in the 6th grade&#8221;yeah bitch you wants to fight me with yo dawg ass
1,@21Cvasquez little bitch your ass is getting tased when I get home
1,"' Get some head off Twitter now niggahs that's bracken &#1041204;&#1041204; ima baby momma killa , yo bitch she can get it &#1043359; You... http://t.co/FAkEs1z2Wl"
1,"&#8220;@MalikHasanImani: @1Bcarter what's good, family?&#8221;in the gym looking at hoes hit u later"
1,@Rvm3o bitch Boy
1,"""@LeBronVuitton: A loyal bitch from the burbs without daddy issues is like finding a holographic Mewtwo."" ...sounding like me over there lol"
1,"@Amor_Anjel right , Come then what ? Wait another 9 months ? Naaaawwwww &#9995; I could be pimpin these hoes lol"
2,"#DerekJeter as a lifelong #Yankees man, I will miss you. #FirstBallot
#Unanimous"
1,"""@k_eazy26: Facts what baldheaded bitch made this shit. &#128074;&#128074;&#128555;&#128530; http://t.co/fDYojpT9Xg""

Lmao &#128553;&#128514;"
1,&#128557;&#128557; RT @KingHov1313: Niggaz get free pussy off of bounce beats alone!&#128584;&#128557;&#128557;&#128557;&#128557;
2,She unfollowed me after I said I cried watching dawn of the apes lmaooooooo
2,Woot! RT @Yankees: #Yankees completed their sixth series sweep of the season and fourth at home.
2,@mickeyhart lookin good mick!
1,"""@HBMostDope: @1Jayee @PipinHoes used to send that bitch up"""
2,Whipped out some french in front of some babes at the post office. #winning
2,Omer Asik so trash on the offensive side of the floor dude real life murky doo doo water
1,@Z_MEGA fasho fasho .. Hurry ya ass up nicca
2,Good pick birds
1,"""@JasminePore: If you dressed up as a cat for Halloween you are basic."" ...or a pussy"
1,@JawShoeeAhhh lol thanks bitch hahah Vegas ain't ready for us lol
2,"RT @KatiePavlich: Now go take out the trash &#8220;@sdoocy: . Today I was #outnumbered, but thankfully not #dismembered! Thanks, Ladies http://t.&#8230;"
1,"""@Migsmichelen: This new twitter is confusing the shit out of me."" Go back to south america bitch"
2,RT @SpacePlankton: This monkey on my back keeps smearing poop in my hair.
2,"#teabagger state like mississippi opposed to minimum wage, child labor laws, unions, is pro-scab, sweatshop work - pretty much #SLAVERY."
2,"I uploaded a @YouTube video http://t.co/JHUuZpgr UPDATE ON UGANDA ANTI-GAY BILL: Freemasonry, Anglo-American Influence, and"
1,&#8220;@PaigeHardesty: A relationship is only made for two.. but some bitches don't know how to count.&#8221;amen to that!
2,Whipped http://t.co/EFSVjPqrwq
1,@BrendaGisselCA I'm not Mexican enough for the real beaners yet too Mexican for the Americanized beaners :(
2,@zt0mm lucky monkey
2,RT @WashTimes: John Kerry caught appearing to mock Israel&#8217;s &#8216;pinpoint&#8217; operation in Gaza - http://t.co/3yqFR9LZsR #Israel #Gaza http://t.co&#8230;
2,It would be pretty cool if I got to see @boybandproject 1 more time before I go back to hillbilly town! @TheZacMann @levimitchell...&#128531;
2,"Viola, Auntie...you can't call White trash women White trash like this during primetime! #HTGAWM"
2,Stop rt'ing Celtics trash please
1,@FAGHETTIOS thirsty basic ass bitch
2,"Why no boycott of racist ""redskins""?
#Redskins
#ChangeTheName
#ChangeTheMascot"
2,RT @SVL305: @VJtechsupport @YoungMcFly the real reason y she gave up rapping was because of ME.. i called her trash to her face n asked for&#8230;
2,"RT @TheCheapOne: What you see is what you get! I'm a guy with a love of adventure and a need for speed, Charlie Brown!"
1,@SandraGuzman_ nigger*
2,RT @_lvrking: chris brown is trash.
1,"@CHARLESBARRKLEY you need your ass whipped with a whip Mr house nigger, remember u will always b a nigger to them!"
1,@Woahitsjulian wud up nig I gotta new number 3136139299 text me
1,&#128563; RT @Pr3ttyN33: &#8220;@11wdNICK: I think all dem hoes on LAHHH regular....&#8221;my co worker was messing with Omarion bm &#128553;
2,RT @Goons_TXT: Only retards and dads roll Lawful Good.
2,"RT @HeroineAddict: 15 y/o me totally understood 'Twin Peaks'.

40 y/o me can't seem to follow these 'The Great Outdoors' Goldfish crackers &#8230;"
2,"Don't talk about Homecoming until you actually do it. Otherwise, anti-NF people have a reason to mock the Party."
1,"""@jaimescudi_: ""@Tonybthrz_: ""@jaimescudi_: I swear if oomf try talking to me tomorrow.."" @"" @BarackObama"" pussy"
1,@AbstractLife man too much damn giggling was going. He was offering $40 tips and shit. Lol think I even heard the bitch spit a couple times
1,@Alan_Casillas niggah lol i had 6 beers before i went to the bar then had 4 beers at the bar then got a 12pck on the way home lool
1,#wcw all the bad bitches &#128069;&#128166;
2,"RT ""@HuffingtonPost: Jane Seymour rocks a bikini at 62 http://t.co/1pUccv8t97"" Crazy Aunt Jane is at it again @TheFaithAnne"
2,@Mick_Peddicord8 thank you again mick
2,@ebomb26 cool beaners.
1,"' South Central niggahs really don't be lovin these hoes , these hoes don't be lovin these niggahs &#1041233; . We just be... http://t.co/XnTftnwuVD"
2,RT @MensHumor: Cheating on a good woman is like eating out of the trash instead going out for steak. #truth
1,"&#8220;@ThatDamnTwerk1 ""When you gonna take me out?"" RT @DrTruth247: Some hoes not gonna let you come over until you spend money on them&#8221;listen"
2,cheeky lol RT @_MELiSA_jay: I want those all black and yellow 95's again... ughh I &#9825; those
1,@TinnyTimm taylor wack ass bitch nigga
1,"&#8220;@MarieLeVisual: if your wardrobe consist of mostly leggings, you's a hoe&#8221; guilty"
2,The African Goshawk (Accipiter tachiro) is a species of bird of prey in the Accipitridae family. fou http://t.co/t9xi8IWocs
2,&#193;lbum de fotos: csitaly: [TS3]Fairy Tail - Satan Soul Mirajane Strauss made with The Sims 3. Happy... http://t.co/b4i8EiMux2
1,@0ddment I could fuck a bowl of graham cracker cereal
1,@SalaciousSully I am always amazed at your resilience to keep on going into the night shift. Is it really better than the T.O. ghetto?
1,@KingEgo if I can get this bitch to go --&gt;&gt; @Wisdom_Stature
2,This. Good. #pricklypear #shiner http://t.co/fa02A3aVxQ
2,God damn zebras every Virginia possession the whistle blows geeze.
2,RT @DNAinfoCHI: The new nature area replacing Indian Boundary Park's former zoo is expected to attract a variety of migratory birds http://&#8230;
2,RT @TyDunne: Have to go with the slant pass to your outside linebacker in that situation.
1,"@QueChele u know how Hispanics be takin All the jobs these niggers won't? Yeah, somethin like a hispanic"
2,Shylock &amp; Wongs: 3 Incidents of Democrat Bigotry In 3 Weeks - Media Mum http://t.co/rX8ynPg1Yd via @BreitbartNews
2,"RT @SportsNation: So, Yanks have signed Brian McCann &amp; Jacoby Ellsbury. Rumor has it, they still want Robinson Cano, Babe Ruth, Miguel Cabr&#8230;"
1,@Buckm00se all I remember was the fat bitch stealing the KFC bucket &amp; hauling ass
1,@Marcfoor4 bitch you can get to.
1,@CHILDISHCUDl @CheefPolo bitch mind your business
1,@Woahitsjulian whatchu doin today nig?
1,@YvngHerbo @PRAYINFORGEMS sup fat bitch
2,Enjoying My bed. Just perfect For me My Teddy bear and monkey It. #Singlelife #bed #teddybear
2,@UniversionRBLX Don't you have a trash can?
1,"""@YoungRicooo: &#8220;@WexicanAfro702: Don't take advantage of a nice person&#8221;@ hoes""@ everyjuan"
2,"@Selecta_kerry I seeing ppl saying running a train on a bird, and a parry is the same thing, but das not what I know..so looking for clarity"
2,Can't stop eating graham crackers
1,@O3_Millz this bitch not tellin me
1,@StunningVisual yes hoe. You ALWAYS had the camera!
2,"Was finna slit my eyebrows up in the shop but nahhhhhh.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.

.
.
.
.
.
.
.
.
.
.
.
.
."
2,Get this monkey off my back...
1,"@NoiseyMusic no comparison the Beatles are a bunch of cunts, but the band that matters the most is The Faces IMO. Stones second."
1,@Andreaa_olvera smd bitch
2,Harlem World trash? Interesting.
2,@YungCofGOA @12YearsAHaitian need to start mcbob because Williams only shoot let him play with bird
1,@EcliptiK @zFearless @prihncess @SSickStory mine pussy
1,@BakariT bitch what?
1,&#8220;@koleworld4: my name is stefanie ... &#128075;&#128075;&#128075;&#128075; stefanie&#128514;&#128540;&#8221;fuck u hoe &#128553;&#128530;&#128514;
2,I think about the fact that dinosaurs evolved into birds every time I eat chicken. Dinosaurs are delicious.
2,@JStarrTweets my pops is from New York. My family is Yankee obsessed. My sister literally cried when she heard he was gonna
1,@AlysiaRianH @cambreezy_ don't call my buddy Cambron retarded man smh. Thats rude.
1,@Bullskickass I've decided that #BullsNation are retarded. #love
2,Yankee pinstripes might be the best unis in the MLB but the gray road ones are the worst CC looks like an elephant trapped in a circus tent
1,&#8220;@_BeautifulKeezy: &#8220;@100046729: @_BeautifulKeezy wassup&#8221;bye&#8221;bitch you outta order
1,&#8220;@trillasfvck: all these bitches getting mommy money&#8221; niggas too.
1,"&#8220;@MaRAtheeMODEL: Hoe fax = type yo bitch number in google to see if it pops up on back pagE

thank @HeartOfAHustlah&#8221; &#128514;&#128557;&#128514;&#128557;"
2,RT @ShmurdaGang: Free wop
2,@monkbent What's with that come-at-me-bro bird? Stressful.
1,"""@MikelaHenry: but what if he actually does choose the ugly bitch over you? &#58381;""Her ass must be fat!"
1,@SchulzGrayson @Dswizzle3 lmfao and im still pulling hoes so how is that suppose to effect me is it suppose to hurt my felling fuck boy
2,"#rejectedpeanutsspecials Its The Grape Crackhead, Charlie Brown!"
1,"' I don't like when niggahs be like "" where yo bitch at ? "" Na I'll check you on that idc who you is , mine you... http://t.co/OP5sTgZX2k"
2,"If Temple beats Rutgers today, I will be a happy clam."
2,@KenSuttling The spear chuckers are flooding into Upton Park.
1,@3CarryOnItems all them bitches far as fuck from us. We got el gran pollo up this way and it serves us well. @Lex_Gracie
2,I don&#8217;t talk trash regarding sports.
2,"Can't wait till I get my full appetite back. Only ate a half ghetto sandwich. No lettuce, no nothing."
2,RT @DennisssBeauty: @VivaLaZulema looked like Princess Bella in that yellow dress&#128120;&#128120;
2,Good evening Charlie and friends @Charlie4927 @StacyDmomof5 @PattiSM74 @cantUCIMblonde @Kacado
2,Only in my hick town can you walk into a national sports bar and get Busch light in a can. SMH
1,... I just feel bad for the women that continually flock to such darkness. Thugs talk the big talk to simple minded hoes and to their own.
1,@Juicy_james01 ain't no love 4 these hoes
2,"RT @Lysettemariee: Jamal is a fool &#128514;&#128514;&#128514; first he called me a leprechaun, then he said my heart cant be blue or purple. It gotta be yellow or&#8230;"
1,"@HopeMcclintock I could've swore everyday was jus sayin I had all the hoes like 2 days ago! No I'm gay,What's next? I gotta baby on the way&#128514;"
1,&#8220;@iank12: @AJDougherty13 no you homo&#8221; sorry I can't be straight like you and pull mad bitches &#128532;
1,@FabianMleal aoas you write back bitch lol
1,@BillRatchet @VottomanEmpire place pussy on stache let pussy take ride
1,"""He a bitch for hitting that hoe"" &#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;&#128514;"
1,@SchulzGrayson @Dswizzle3 and i dont have a mom bitch ass nigga u better shut your fucking mouth before i do it for you with duck ass
2,"RT @MsKeeKee90s: @t_ndyy haha Oreo lol. Well I gota do dee's video for his dance soon, I can show you how to use equipment and that x"
1,&#8220;@MJ2307: @1Bcarter or he's eating it cuz he's with a women who just can't cook &#128586;&#8221;then u gotta get rid of that hoe
2,RT @LifeAsKing: New Orleans is still trash
2,ahahahh!!ping pang POW! HOW U LIKE ME NOW! Shouts out 2 my bro Dre Hogg Style Ent! Uza fool 4 dis 1
1,@JMuggaaa &#128527;&#128553;leezy got all the bitches
2,RT @ErinEph: New bus stop. Guy across the street is yelling and doing David Lee Roth kicks at swooping crows. I should learn karate.
2,You said you be smoking strong but your wrong you been smoking trash it's not in my lungs if it ain't that pressure.
1,@Coosie11 bitch my phones gonna die in serious I got hot pockets
2,"ISIS Jihadis In Australia Shoot Man In The Face, Chanting &#8216;ISIS Will Stay&#8217; http://t.co/xyzXv5LZs1 #tcot #pjnet"
2,I don't know what you been told but I love them project hoes
1,@JohnnnyAmor lol wyo bitch
1,#ultimatepickupline bitch get naked. Works 10 times out of 10 if she's drunk :)
2,@theejustinholt the redskins are doing pretty good this year &#128514;&#128514;
2,#Yankees Damn. Well Joe that move to the bullpen really helped.
2,I traveled back in time to Middle-earth and crept up on my enemy. I slit the hobbit's throat and by reflex vomited into my trembling hand.
1,&#8220;@ResiDinero: @TonyJetsFoo lol haha&#8221; hahahahahahahahahaahah deez nuts bitch
2,"RT @PolitiBunny: #YesWeDid attack, harass, threaten, mock and bully any woman or minority who dared not fall in line with our progressive a&#8230;"
1,@BH_Dragons he's fucking trash
2,"Bank robber who wore zebra-print dress arrested, police say http://t.co/UUQ0bw6vju"
1,@MileyCyrus I want to suck your pussy
1,"""Your a queer"". &#128530;&#128530;&#128530;&#128530;"
1,"&#8220;@RevDennisMiller: True nothing shuts up libdog bitches who like to bark at anything @Punt_Cuncher&#8221;
THAT'S CALLED...PREACHING THE TRUTH!"
1,@Nick_504_ bitch who scarry am not backing down from no fuck nigga the fuck you talking bout hoe ass nigga stop dat talking and pull up
1,@Rosie @politicususa only 3 1/2 yrs till next pres. bitches bout what o-dumb-a left her/him
2,RT @fabulousanimals: A monkey with a mustache by Thomas Kienzle http://t.co/J5PA2BoU23
2,Sorry all my fellow negros
2,"RT @AmandaMarcotte: &#8220;Not all men interrupt women to quibble over irrelevant issues for the sole purpose of derailing a conversation,&#8221; he sa&#8230;"
1,-5 RT @LoveMeDarlingg: 10. How many hoes do you REALLY have?
