text,label,task
hello . i am in the process of going back to college and i love reading . and you ?,0,gender
"yes , i am sure it will be easier at the beginning of a new year .",0,gender
hi hiw are you today ?,0,gender
i'm an older lady . you know ?,0,gender
i'd like that . do an old lady theme,0,gender
"hi , i am jennifer , i love to ski . who are you ?",0,gender
since i was about 5 . my father taught me . what are your hobbies ?,0,gender
"i am a student , studying literature .",0,gender
so you are married . i'm still looking for mr . right .,0,gender
"4 cats and 2 dogs , ll . well , and a boyfriend .",0,gender
"well , i'm trying to decide whether i should teach literature or write novels .",0,gender
hello how are you doing tonight ?,0,gender
i will keep that in mine . i just think i am too tall being six foot scares people .,0,gender
i agree . they are horrible . no my thigh high leather boots . matching great with a skirt .,0,gender
"hello , how are you tonight",0,gender
"i'm doing very well , thank you . are you married ?",0,gender
"that is awesome . i am single , but am such a romantic .",0,gender
hey how are you ?,0,gender
doing good just getting my three kids to sleep . bu ?,0,gender
hello how are you today ?,0,gender
good thanks . tell me about yourself,0,gender
i see . i'm just trying to become a vegetarian . are you ?,0,gender
my wife is cool use to teach,0,gender
i'm a baker that bakes out of my home and what about you,0,gender
hello . how is your night going ?,0,gender
then same to you . have any interesting hobbies ?,0,gender
"i am not easily surprised , but i might be jealous !",0,gender
"hi , how are you ?",0,gender
"my dad passed away , leaving me and my 2 siblings . i am the youngest .",0,gender
do you have any siblings ?,0,gender
a princess bed ? cool . are you into amy sports ?,0,gender
yes ! my hair is brown .,0,gender
"hi , how are you doing this evening ?",0,gender
is it a girl or boy,0,gender
how are you doing today,0,gender
that's cool i am just watching tv and going to do my sons cake,0,gender
yes i do and do you have any kids,0,gender
i am sorry i just got married,0,gender
i like to bake cakes and spend time with my family,0,gender
hi sara my name is deon,0,gender
being a christian i spend a lot of time help with church activities,0,gender
you love photography that's a great hobby for traveling,0,gender
yes they are so tiny an sweet,0,gender
hi . the first step to being a vegan is telling people you are vegan . i'm . haha,0,gender
it is very difficult to stick to . so how are you ?,0,gender
yeah all sorts of stuff how about you ?,0,gender
"haha nice , my girlfriend really likes listening to her .",0,gender
i prefer winter . ca not wait to go shopping at walmart for jackets .,0,gender
"no , i have no family . do you ?",0,gender
"awesome , i have like 3 sisters and brothers",0,gender
i am a paramedic and studying to be a nurse,0,gender
"hello , are you who i talk to about college career ?",0,gender
"oh , well have a nice day then .",0,gender
i will be praying for you,0,gender
oh i'm so happy . i'm getting married soon .,0,gender
"green hair ? of all history , which i'm a scholar in never seen it .",0,gender
well the ant is on the chipmunks back . weve been practicing for my wedding race .,0,gender
"they're , i'm sure your family loves you",0,gender
i have the best hair in my office because my wife is great at her profession .,0,gender
hamburgers are great especially homemade ones . she would love to .,0,gender
hi ! how are you ? what is your favorite thing to do ?,0,gender
i am well thank you . just listening to some kpop tonight . what are you up to ?,0,gender
maybe to korea to see some of the kpop groups .,0,gender
"hi there , how are you",0,gender
is it true that less busy work happens in college ?,0,gender
cool . i just met my gf this summer .,0,gender
hello how are you today,0,gender
"that is not good , i love the movie dirty harry",0,gender
hey i'm thinking about you right now,0,gender
ok i'm glad your fine i'm also well . do anything for fun ?,0,gender
my yoga is like a dance . i might do a little dancing tonight ;,0,gender
how are you doing tonight ?,0,gender
"my mom is a fashion designer , so maybe i could do that",0,gender
"also , she's into bob ross , and hiking !",0,gender
"hi , i am the oldest of 6 kids , and am adopted",0,gender
"oh wow , sounds horrid . my mom took care of us kids , while dad works at hp",0,gender
"i am sorry to hear , what about your siblings ?",0,gender
hello how are u tonight,0,gender
i really do not have any hobbies besides dreaming,0,gender
i am single myself have not found the right one for me yet,0,gender
yes helping the homeless at the shelter,0,gender
"hi , i am sarah a banker what do you do for a living ?",0,gender
"wow , that's an interesting way to meet women . i've been divorced for two years now .",0,gender
my grandmother is quite tall so she helps get the top shelf at my house,0,gender
hello how are you doing,0,gender
i cook for a living,0,gender
are you male of female,0,gender
how are you doing today,0,gender
that's great . i am happy for you two .,0,gender
"yes , what is your favorite ?",0,gender
"ya , i read harry potter , do you like to read ?",0,gender
hi . how are you today ?,0,gender
hello ! how are you this evening ?,0,gender
i am a nurse . i'd rather be a professional eater but not get fat doing it .,0,gender
i have a cat . she's persian .,0,gender
hi how are you today,0,gender
i think women from canada are beautiful,0,gender
my religious views are very important to me at my age .,0,gender
"i'm 64 years old , ready to retire and travel the world .",0,gender
yes it is . my wife helps to keep me eating healthy . are you married ?,0,gender
i am doing great . its a fantastic day for photography .,0,gender
sounds like fun . i'd like to do some photography on famous courses one day,0,gender
"i'd like to be a photographer one day , ya know , travel the world taking pictures",0,gender
does blogging love you ? is it mutual ?,0,gender
nice . do you enjoy shopping ? i like it .,0,gender
hi how are you today ?,0,gender
interesting ! do you have kids ?,0,gender
nice ! i've 2 kids and a mini van,0,gender
"hello , my name is sue and i enjoy reading .",0,gender
what was you major ? i recently started a blog so people can post book reviews .,0,gender
that's nice . do you share your opinion on books you read ?,0,gender
yes and blogging lets me share my thoughts .,0,gender
"hi , my name is melody and i love my babies and dogs .",0,gender
i'm wonderful . how are you doing ?,0,gender
no but i do have a pair of shoes . do you have any pets ? ?,0,gender
heard that brother sister . you watch movies though ?,0,gender
reading is awesome . whats your favorite book ?,0,gender
"the cat and the hat , guess . classic literature for me",0,gender
lol it is my world after all and everybody else is just a minor character,0,gender
"sorry , i have got borderline personality disorder , so you know . its hard to relate aside from the dancefloor",0,gender
hi want to be my friend ?,0,gender
hello ! how are you today ?,0,gender
"do you have siblings ? i love hanging out with my little sister , jane .",0,gender
"no , but she loves to play soccer like i do .",0,gender
how are you ?,0,gender
that is unfortunate . better leave the dogs at home,0,gender
you are so considerate !,0,gender
how long were you married ?,0,gender
my favorite is cookies and cream,0,gender
"no , dogs and chocolate do not mix",0,gender
"oh man , i had a golden puppy for a while . way too much puppy for me !",0,gender
hello ! what are you up to today ?,0,gender
i am on a lunch date with my husband .,0,gender
oh you must have a lot of friends !,0,gender
"i try to be with my friends , but i do not really like them . i feel very lonely .",0,gender
"yeah they can be , single with no kids , which is great ! ! living off the land",0,gender
oh cool . i am taking some college courses and i have been thinking i might become a nurse .,0,gender
i just broke up with my partner . no to talk to except the dog .,0,gender
i saw some doing the night surfing on tv . i think it was hawaii .,0,gender
hi ! how are you doing ?,0,gender
"i am sorry to hear that , is she ok ?",0,gender
i read a lot . i like being alone .,0,gender
cool . i'm a waitress at a cafe .,0,gender
yep . its one of our bestsellers .,0,gender
blue .,0,gender
"hello , how are you today ?",0,gender
just getting ready to grill some hamburgers with one of my girlfriends .,0,gender
hello i'm jane are you there ?,0,gender
i have a seashell collection so i am great,0,gender
i collect horses too you know,0,gender
"candy is cool , i teach yoga too",0,gender
my son eats a lot of candy,0,gender
do you have any hobbies ?,0,gender
"haha most people do not like lawyers , any kids ?",0,gender
"that's really good , i've 2 boys and a girl",0,gender
yes some times i don't really have a good social life though,0,gender
"hi there , how are you ?",0,gender
i do not mind weird . i actually watch videos of surgeries in my spare time !,0,gender
"no , that is why its weird . i tend to just travel around making friends",0,gender
sorry to hear that . no one needs that . i've been busy making soap,0,gender
i work in my garden and enjoy cooking,0,gender
hi i am yumi and i take long walks,0,gender
"ok , well , please do , i'm sick of making short films and need support",0,gender
hello ! i am at work in the coffee shop . do you work ?,0,gender
"no . but speaking of likes , reading true crime books is my passion",0,gender
no . it is something i have to do . i love reading those books about true crime,0,gender
read any good books lately ?,0,gender
of course it does ! i read 3 books every week .,0,gender
i've been reading since age 3 . i've a hard time putting books down .,0,gender
hello there ! how are you ? do you have any pets ?,0,gender
they're just the best . i am in school to become a veterinarian,0,gender
"they are the stand up comics of dogs lol . so , when did you become a vegetarian ?",0,gender
lol . i wish i could . what else do you do in your spare time ?,0,gender
sorry to here about your husband,0,gender
i guess so try baking a nice cake,0,gender
how are you doing today,0,gender
"hello , how are you today ?",0,gender
just touching up my purple hair .,0,gender
do you have any hobbies ?,0,gender
"hello , how are you today ?",0,gender
"i'm doing well , just having some of my children over to visit",0,gender
"twelve kids . i know , it sounds like a handful to take care of but they are all grown",0,gender
good thing you have only one child . twelve was stressful lol,0,gender
how old are you and how old your daughter ? i'm 53,0,gender
yes although i am not fond of the crazy weather . i recently dyed my hair blonde,0,gender
my mom worries about me running at night since i am kinda young .,0,gender
hi . what are you up to ?,0,gender
i'm sorry . maybe you'll get an acting award .,0,gender
so are you in school for acting ?,0,gender
hello how are you doing,0,gender
i read very well for fun,0,gender
hello there ! how are you ?,0,gender
you design dresses . that is cool . my 18 year old loves weddings,0,gender
do you get any inspiration from animals ?,0,gender
haha . they do love to be the center of attention .,0,gender
i am just a regular old mom,0,gender
hello how are you today,0,gender
"i like to sing , i go to karaoke every thursday",0,gender
i like red hair . i am female and i wear a 12 .,0,gender
oh wow ! i attend dance lessons with my boyfriend .,0,gender
"you should try knitting , it helps you learn how to concentrate .",0,gender
"i am tiffany , i am close to my brother",0,gender
"i work , full time as a secretary for an insurance company",0,gender
i read a lot of crime novels,0,gender
"yes i've , was a orphan there",0,gender
yes it was that's why i got a degree in communication,0,gender
"hi , you know how to make a unicorn cry ?",0,gender
ask your sister this . what do you call a camel with 3 humps ?,0,gender
pregnant . i've a pet bird named winnie the coo .,0,gender
i'm good just relaxing with my dogs and cats,0,gender
i was not allowed when i was younger but now i can,0,gender
yes here in chicago working in a lawyers office,0,gender
so i feel i cannot get married to a politician .,0,gender
so do you forgive every one who lies to you ?,0,gender
what if its a family member or relative you stay with ?,0,gender
"you got married , too ? ! man , we need to chat more often . do you guys do anything fun ?",0,gender
i am sure you'll ! my mom was also a single mom,0,gender
yes i do ! and shows that gossip !,0,gender
"hello , how was your weekend ? did you do anything fun ?",0,gender
you have a nice brother . i bet you guys are close .,0,gender
"that is great , i'm going to call my ex boyfriend now . its his birthday .",0,gender
"oh , i guess you would not really watch my show then . that is fine",0,gender
are you happy in your life ?,0,gender
sweet ! i'm happy too . i got married recently .,0,gender
about a week ago . are you married or have any kids ?,0,gender
"hi , how has your day been ?",0,gender
"very good , the day stared with church and ended with family time .",0,gender
"oh yeah , love em . my bro gets annoyed i grow a lot in our apartment haha .",0,gender
"my bro does not either , but should not twins like all the same stuff ?",0,gender
i wish ! can you imagine having real super powers ?,0,gender
"exactly , do you have any hobbies ?",0,gender
hello how are you today,0,gender
no but i have recently graduated college,0,gender
cheers to the weekend ! how are you ?,0,gender
i am well trying to determine which band tee i am going to wear,0,gender
"good afternoon , have you had lunch yet ?",0,gender
i am too . plenty of practice on my teens and pets .,0,gender
what kind of dreams ? do you have kids ? i love kids .,0,gender
"like a doctor ? a pediatrician could work with kids all day , like me .",0,gender
hellooooooo ! how are you this evening,0,gender
wow that's crazy ! when you do i will bake you a cake,0,gender
haha i'd look like a smurf in a blue dress,0,gender
"hello , how are you today ?",0,gender
is your dog doing okay ?,0,gender
it is . i love cake . i also love to play tennis,0,gender
i like to watch it with my sisters,0,gender
i've two . we live together,0,gender
i am working my way through college taking care of wee uns how about you ?,0,gender
when i get my mba i probably won't stay at the daycare though .,0,gender
well my mom taught me to sing along with her students .,0,gender
no she does not trust dentists . strange eh ?,0,gender
yes they are . no they are not . they are very happy,0,gender
hey how are you doing today i love collections,0,gender
for me it is dolls and antics,0,gender
i'm very young but romantic,0,gender
i m still very young like dancing jazz,0,gender
i like reading books to but i m not really into it,0,gender
i'm 26 years of age . how about you ?,0,gender
police officer ! sense i was a little kid .,0,gender
oh gosh i have allot . being under the age of 21 was nice .,0,gender
yea been a photographer for awhile . same here !,0,gender
i have almost finished with it too ! just gotta finish one book .,0,gender
is 43 too old for a woman to have pink hair ?,0,gender
yes but i'd prefer working on my garden,0,gender
not really i tend to keep to my self now that i am older,0,gender
hello . how are you doing tonight ?,0,gender
i guess its just i've 10 years more experience but she gets promoted !,0,gender
hello ! do you have any hobbies ?,0,gender
"i'm a chef , i love to cook",0,gender
wow ! do you have a lot of time for other activities ?,0,gender
"hi there , how are you ?",0,gender
feeling pretty sad that my husband no longer wants the kids so they are all my responsibility,0,gender
it is sad . we have four kids and a couple of dogs,0,gender
"yes , even at my age of 50",0,gender
"hello , how are you today ?",0,gender
i mostly work at home but i often do outside jobs,0,gender
do you enjoy cosplay ? i do,0,gender
we dress up as characters from famous movies and act,0,gender
"hello , hare you doing this day ?",0,gender
great harry potter is my favorite .,0,gender
good evening how are you ?,0,gender
"oh that is amazing i love reading , mysteries are my favorite .",0,gender
hello how are you ?,0,gender
enjoying some ice cream before i pick up my 4 kids from school,0,gender
no i'm american . 4 kids is a lot . my husband doesn't want them,0,gender
no time to hike with all these kids . do you hike ?,0,gender
i really love ice cream but no time for other pleasures,0,gender
just don't drum loudly . my marriage is still new i turned 19 last march .,0,gender
good morning how are you today ?,0,gender
does anything annoy you ? i get annoyed tidying up after my family .,0,gender
can you really hope to be an aspiring singer ?,0,gender
i do not trust youtube videos . it makes me sad .,0,gender
hi how are you today ?,0,gender
"all my ex girlfriends have cheated on me , but not my current one . . . yet . . . lol",0,gender
"i hope your kids make good choices , and don't cheat on their significant others . . lol",0,gender
how old are you children ?,0,gender
"i am not , are you ?",0,gender
"i have been there before , as well as ireland and australia .",0,gender
hello how are you today,0,gender
that sounds awful why do you feel that way,0,gender
do you work at the library ?,0,gender
how long has she worked there,0,gender
"no , i was just curious",0,gender
i like to read a lot,0,gender
"well , i'm sorta typical . incarcerated father , impulse issues . any other hobbies ?",0,gender
"hello , how are you tonight ?",0,gender
"she's panzer . the dogs are ; sherman , bradley and patton .",0,gender
lol ! i like vintage pieces also .,0,gender
"hi , any good tips on becoming a vegetarian ?",0,gender
i'm sure your parents are understanding,0,gender
"hello , how are you today ?",0,gender
what is your favorite food ?,0,gender
hi my eyes are blue,0,gender
my dad passed away when i was only 2,0,gender
are you a dog lover ?,0,gender
how did you know ? ! maria loca was my name in my crazy years .,0,gender
how many ? i was quit the rebellious one dressed in red and blue .,0,gender
"haha , me too ! watching with friends is the best .",0,gender
i am glad that my nurse is my mom,0,gender
and i'm getting a dog very soon,0,gender
coz i started when i was 4 til now,0,gender
sometimes i attend yoga classes . you ?,0,gender
"i'm great , i just back from the store with my grandma",0,gender
"all the time , she takes care of me",0,gender
i just go to school,0,gender
i am just in high school,0,gender
hello ! how are you tonight ?,0,gender
what do you want to go to school for ?,0,gender
"hey , what do you want to call me ?",0,gender
beautiful . is that okay ? do not tell me wife,0,gender
is everything about you beautiful ?,0,gender
"hello , how are you doing today ?",0,gender
hey how are you today ?,0,gender
i work at a telecommunication center . and sing happy songs,0,gender
i completely understand . do you like to read,0,gender
"hello , how are you today ?",0,gender
and you play ? ! yes sir or is it ma am ?,0,gender
"hello , there . this is sheena",0,gender
i am very well . just put down a book,0,gender
"i am a librarian for children , i just love books and quiet .",0,gender
hi how are you ?,0,gender
that is great do you eat healthy ?,0,gender
there are lots of blondes on the mtv beach house show too .,0,gender
i used to take care of cows before the dairy farm shut down .,0,gender
i bet you didn t milk them like i did the cows !,0,gender
kittens really ? i rather be at the beach .,0,gender
i love brownies too but i haven't quite perfected mine yet .,0,gender
you aren't very smart are you ?,0,gender
i am a mother of two boys who i am happy aren't as dumb as you,0,gender
do you also like little boys ?,0,gender
i am a teacher . get those kids in the right mindset .,0,gender
i do but i also enjoy dancing,0,gender
what is your favorite food ?,0,gender
i try to volunteer at the shelter with dogs so i see them all day .,0,gender
i do not care ever since the divorce i read everything,0,gender
"hello , my name is kim and i have olive skin and green eyes .",0,gender
"i like green eyes . i want to be a librarian , what about you ?",0,gender
"oh i am , i bought a purse with a skunk picture . you know that is inexpensive .",0,gender
that is so exciting . i was feeling free spirited yesterday and painted my nails green,0,gender
no . way . you should for sure see my nails then . do you have any hobbies ?,0,gender
hello ! today is my birthday .,0,gender
do you miss being with them ?,0,gender
hello how are you ?,0,gender
"hello , how are you tonight ?",0,gender
tell me something about you,0,gender
what kind of writing do you like best ? i love painting,0,gender
"do you have pets , i'm pretty much a cat lady . i have 23",0,gender
lol that is true . in a way we have the same favorite,0,gender
do you and your dog watch tv ?,0,gender
i'm working toward being a professional costume maker .,0,gender
how sweet . my job is at home so maybe a pet would be good .,0,gender
hi how are you today ?,0,gender
i really thought the blair witch 2 was good,0,gender
you must have a hidden talent . american idol is coming to town and i'll be there .,0,gender
got any pets ? i bet they play tennis better than you .,0,gender
"hello , how are you today ?",0,gender
i'm closer to my mother than my father . and i love to eat burritos,0,gender
you should ! good hairstylists and great tattoo artists . do you have tattoos ?,0,gender
"ah , that's awesome . were you close to your mom ?",0,gender
dark side of the moon for me . hugs to your mom .,0,gender
"ugh , mine is going through a rough time now . so hard .",0,gender
"my wife is always cold , but i love her so much",0,gender
"lol , just cold . she bundles up in layer it makes me smile",0,gender
"only after the kids are asleep , they keep us busy all day",0,gender
lol how do you think we got so many kids ?,0,gender
"well now i'm a baker , i do okay and have no regrets",0,gender
what are your favorite authors and books ?,0,gender
i understand that feeling . i've a passion for drawing but my fiance finds it silly .,0,gender
i'dn't say better . . . just different . what are your favorite foods ?,0,gender
why are you being so mean to me ?,0,gender
i do not think i'd lose . i'd eat your hair .,0,gender
"no , i just like fighting , like most women do .",0,gender
hello ! tell me something about yourself,0,gender
web design and photography . what do you do for fun ?,0,gender
that sounds rough . what else can you tell me about yourself ?,0,gender
how cute ! i cannot wait to have kids . my wife and i don't have any yet .,0,gender
that is great i take my 3 kids hiking,0,gender
hi ! how are you doing ?,0,gender
"i should shop more , i've 5 pairs of the same pants haha",0,gender
"i am from la . my senior prom was at disneyland , i still have a wallet photo",0,gender
exactly ! she's becoming like my mother or something,0,gender
hello how are you this evening ?,0,gender
not much just reading some anime you,0,gender
yea its reffo boring but we need clean clothes right lol,0,gender
specially those undies brawjetta feels me ?,0,gender
why did you get sad ?,0,gender
i'm sorry . you should definitely look into that,0,gender
no problem . yes i am a girl,0,gender
"hello , how are you ? have you read any good books lately ?",0,gender
"i am a florist in a flower shop , i read lots of used books on breaks",0,gender
hi ! how much do you make per year ?,0,gender
i love my children and my dog too .,0,gender
i like reading and sewing,0,gender
lol i think you are so funny,0,gender
i'm currently a freshman at nyu,0,gender
me too . do you have any hobbies,0,gender
my favorite thing to do is photography,0,gender
"photography , what else is there",0,gender
"same with my mother . with her teaching , and me traveling with the circus .",0,gender
that's what i'm like before my morning coffee . . . ll,0,gender
you are too young to drink coffee ! haha,0,gender
"i prefer next generation , but i enjoy them all really .",0,gender
definately ! star trek is a classic favorite of mine since childhood .,0,gender
"good morning , how are you today ?",0,gender
"fantastic , about to head into work .",0,gender
it has its moments for sure . working in a museum sounds quite interesting as well !,0,gender
well i consider myself a decent amateur artist . i just completed a self portrait,0,gender
hi how are you this evening ?,0,gender
just finished baking a pecan pie which everyone says i make the best !,0,gender
i'm a really good baker my friends say .,0,gender
"i agree ! i'm looking forward to christmas this year , i'll be turing 30 .",0,gender
me too ! my girl and i just called it quits .,0,gender
"she didn't like me working third shift . dumb , huh ?",0,gender
hello how are you today ?,0,gender
i am twenty five years of age . my dog is a boy .,0,gender
"hello , how are you doing today ?",0,gender
have you won any awards ?,0,gender
how can a baby play music ?,0,gender
hi how are you today,0,gender
i am a nra head,0,gender
i also donate clothes often,0,gender
nice we should give clothes and meals,0,gender
well my mother is in town to watch over my sick grandmother . . . so full house here !,0,gender
"i'd be too . frankly , i am a little scared my nanna may become a ghost soon .",0,gender
i'm doing pretty good . getting ready to volunteer at the animal shelter .,0,gender
i am really great at dancing . i love all music except country !,0,gender
how close in age are you to them ?,0,gender
i've to go do my hair . takes forever because it is down to my knees .,0,gender
do you live with your dad ?,0,gender
lol . that doesn't sound relaxing . i relax just by hanging out with my close friends,0,gender
at my other job as a waitress i've a customer who always reads comic books,0,gender
i'm a vet at the animal shelter,0,gender
"hi , how are you today ?",0,gender
how many kids do you have ? i've a three year old,0,gender
i went through a whole box of tissues the first time i saw it,0,gender
cool job . i am a cook searching for a second gig .,0,gender
"true , you know how women can be .",0,gender
my parents are terrible . and i love the library,0,gender
oh that is really good ! i do not like other women,0,gender
hello . how are you today ?,0,gender
i work for myself selling things at local craft fairs and whatnot . i love it !,0,gender
i read alot i'm in a bookclub with 10 friends we meet every week,0,gender
sometimes i meet friends for a drink,0,gender
"yeah , maybe you are right , i am obsessed with movies and filming",0,gender
"ha ha ha , i was thinking in something more normal",0,gender
that's awesome ! as a busy mom i rarely get to go to concerts .,0,gender
hello ! how are you doing ?,0,gender
just on the side . i've a lot of hobbies how about you,0,gender
how are you ? i am home from a busy day at school !,0,gender
good for you ! i bet they love you,0,gender
me too ! i have too many pairs though ! my poor husband cannot understand,0,gender
we do not see eye to eye on shopping but that's about it !,0,gender
"bro ! i love going to the beach , i meet all the fly honeys there .",0,gender
i know where to get molly also .,0,gender
"hi my name is cat , have a sister named tara . and a dog named roc .",0,gender
i am the shortest out of two of my siblings . . . i am 4 11 .,0,gender
what year are you in ?,0,gender
no i do not lately it s been watching tv,0,gender
i woul love to take my 2 kids to the beach this summer,0,gender
"after titanic ends , i will take the kids for chinese before sopping a bit at work . .",0,gender
two . . . a two year old daughter and a six year old son . yourself ?,0,gender
i'm single as well . where are you from ?,0,gender
hi ! do you have a family ?,0,gender
i'm good . hanging out with the hubby and son . you ?,0,gender
i hate my blue eyes wish they were green and my hair blue not brown,0,gender
ouch my siblings work the gap,0,gender
i love petsmart but i love blue,0,gender
"hello , got three tattoos on my left arm .",0,gender
"oh nice , my career is at a bookstore",0,gender
it is a wonder that i find time with my kids activities .,0,gender
me too . i would rather be warm with a cocktail and good friends .,0,gender
"i have at least seven groups i belong to , so online shopping is a must !",0,gender
how is your time spent the most ?,0,gender
my father is an engineer and mother is retired .,0,gender
hello friend ! how are you today ?,0,gender
i've been better . all that chocolate last night have me a tummy ache .,0,gender
i do ! i'm addicted to watching home improvement shows . you ?,0,gender
i live alone as well . i hope to have two children someday though .,0,gender
can you help me with my math homework ?,0,gender
what is a heart attack ?,0,gender
what does that entail ? are you anorexic ?,0,gender
hey there ! how are you today ?,0,gender
"ok , i got a sweater today but it didn't fit , too small",0,gender
"ooh i just started doing yoga , i love it !",0,gender
"nah , just a dog , i am not a fan of kids",0,gender
hi . how are you today ?,0,gender
one daughter . she is pre med,0,gender
really ? why is that ?,0,gender
oh you have been divorced several times ? that's sad,0,gender
the dress code is black knock twice and then say blink not pilgrim,0,gender
hello how are you today ?,0,gender
not yet i really like waffles too,0,gender
haha i wear size 6 shoes,0,gender
i sure do i learned to cook when i was in college at miami university,0,gender
"sure , we have a lot of trust in our relationship so we have friends , do you",0,gender
i'm feeling very gassy and full right now,0,gender
sausage . they looked a lot like my fingers,0,gender
i'm not into drugs . i can make anybody laugh just by being myself,0,gender
what did the teddy bear say when he was offered dessert ?,0,gender
i have been there before . do you have kids ?,0,gender
understandable . i never had kids i like them but did not want my own,0,gender
hi how are you today ?,0,gender
very nice . do you like pictures ?,0,gender
yuck . what are you allergic too ?,0,gender
ha . fair enough . there's a reason i have not seen my feet in 2 years !,0,gender
hello . i'm fabulous today . you ?,0,gender
i love clothes and those i do buy at the store . i like to try them on .,0,gender
i do not have kids . i might some day but right now i enjoy myself .,0,gender
"so are my clothes , let me tell you .",0,gender
hey how is your morning ?,0,gender
"great . not to be forward , but are you single ?",0,gender
my wife and i split up recently . i love cats !,0,gender
"sweet , i am scared of horses",0,gender
cool . went to a debutante ball once . that is almost like the opera .,0,gender
"ok , do you have any hobbies , or",0,gender
"yes , watching movies . rita hayworth is my favorite .",0,gender
very cool ! ! i wear glasses and have hard time getting them clean .,0,gender
it is good you don't wear glasses . they're hard to clean .,0,gender
"hi , how was your day ?",0,gender
i do as a teacher and i have a crush on another teacher i work with .,0,gender
oh i am an art student and saw the dead when i was a child,0,gender
"i'm in college , but work for my uncle at his garage",0,gender
ahh i recently started dating a guy who writes for the school paper,0,gender
"hi , i am a multiracial person , biologically",0,gender
"puerto rican , and chinese mixed",0,gender
"i'm okay , a little sore from standing all day , how are you",0,gender
"nice , i love clothes . are they expensive ? maybe i can order some .",0,gender
"i love to do crafts , making bracelets actually .",0,gender
"hi , how are you today ?",0,gender
nurses are great . i donate things to the hospital for them,0,gender
"nope , no pets for me",0,gender
yeah i loved that story as a kid lol,0,gender
"hi , how are you ?",0,gender
i work at the ymca and i am a member too .,0,gender
"kids will pull on your hair , that's why my hair is cut very short .",0,gender
hello . how are you this miserable day ?,0,gender
that's really cool . i really like my pants . i own five pair of them,0,gender
exactly ! i wore them for my senior prom . still have the picture in my wallet .,0,gender
that is unfortunate . my mom doesn't talk to me because of my life choices .,0,gender
"wow , you are very young . i thought you'd be older .",0,gender
hi and how has your day been today ?,0,gender
"well , we knew each other , but never really talked . . .",0,gender
"whats your favorite holiday , christmas is mine",0,gender
"sounds good , my daughter is into magic stuff too",0,gender
i am a teacher at a junior high,0,gender
"that i such an odd hobby , i mostly film youtube videos",0,gender
"it does , i have gotten better at doing makeup to hopefully overlook that fault",0,gender
"hello , how are you tonight ?",0,gender
in nyc . i am going to school here for nursing .,0,gender
its a 15 . do you have any pets,0,gender
"hello , how are you ?",0,gender
i am a writer . what kind of story about your mom did you want to write ?,0,gender
mysteries . they are my favorite . i watch a lot of mystery movies .,0,gender
i like to help out the poor . my loved ones get annoyed with how much i care,0,gender
cool . smelly feet don't bother you do they ? you like money ? i do .,0,gender
great ! moms says brown eyed people who read comic are smart . you a superhero ?,0,gender
my mom makes money weightlifting . her feet stink too .,0,gender
"hello , how is your day ? i just got done listening to an audiobook",0,gender
"nice . no kids for me . but one day , and we will go to the beach a lot",0,gender
not really . it was better for me to leave . cartoons and books helped me get through it,0,gender
hey whats up ? how are you ?,0,gender
gotcha . i love coffee and alcohol . i smoke way to much though . like 2 packs a day,0,gender
well i love music . play a lot . i'm obsessed with lindsey stirling lol,0,gender
i am drinking carmel cappuccino !,0,gender
"well , being in graduate school , i need the caffeine !",0,gender
wow ! i haven't even started that yet .,0,gender
hi nancy ! i'm melody . . .,0,gender
hello . what is your favorite season ?,0,gender
i like summer too . even though its really hot and i hate wearing dresses . . .,0,gender
"no , i was adopted and do not have children myself . do you have kids ?",0,gender
"hello , how are you today ?",0,gender
i'm not sure what i might dress up as but my daughters want to dress up,0,gender
yes . i've two daughters . do you have a family ?,0,gender
hi how are you today,0,gender
i'm tired ! i have just finished baking five pies to take off tomorrow .,0,gender
"i do not know . i'm married , two kids , and i'm a garden architect .",0,gender
photography is a side job and i get to travel for it sometimes . east coast,0,gender
hello there tell me about yourself,0,gender
oh no . i'm sorry to hear that . that is sad,0,gender
yea i hear ya . lol i watch a lot of foreign stuff to,0,gender
how are you doing dear friend ?,0,gender
how is the life of a dog simpler than that of a woman ?,0,gender
so what makes you feel like being a dog ?,0,gender
"why , are your parents nagging or not listening ?",0,gender
do you have any relatives whom you can visit to be away from them sometimes,0,gender
hello ! i just got my kids off to school,0,gender
congratulations ! that would be so fun ! i'd need a dress .,0,gender
oh that has to be rough . family is important .,0,gender
perfect ! it sounds like fun . did you get your dress ?,0,gender
i've three they are the best,0,gender
i collect teapots i started when i was a little girl,0,gender
"hey there , how are you today ?",0,gender
how is she ? last i heard she had a crazy rash .,0,gender
well good for her ! what does she teach now ?,0,gender
i'd have gotten into teaching if i was not a nurse .,0,gender
"5 years now , but been in to cars my whole life",0,gender
good afternoon ! how are you today ?,0,gender
i couldn't do that i do not think ! broke my leg once when i was a kid !,0,gender
how are you doing tonight,0,gender
yes i'm happy with my life and yes i'm a stay at home mom,0,gender
that is cool how many kids do you have,0,gender
i have two boys and one girl my self boys are easier to deal with lol,0,gender
lol they usually listen to the mom,0,gender
yes i love baking cakes and decorating them,0,gender
not really i collect tea sets,0,gender
yes i been divorced almost 3 years,0,gender
i do the gym and volunteer at the pet shelter,0,gender
"hello , how old are you ?",0,gender
"well , i just got out of high school . going to college next fall .",0,gender
hi do my glasses make me look ugly ? ?,0,gender
well i hate my green eyes,0,gender
