label,text
politics," Charles Kennedy is far too canny to make any grand claims about how his party may fare at the general election.  In his 22 years in the Commons, he has seen his fair share of such claims dashed on the rocks of bitter experience and, he might say, the UK's political and electoral system. But even his caution cannot hide the fact that this is a party and a leader that believes it may well be on the way to something special in a few months' time. ""Look, I have already said I am not going to put any artificial limits on our ambitions this time around,"" he said. He still seems to accept that the most likely outcome is another Labour victory of some sort. And his general election pitch is designed around the notion of the Lib Dems as the ""real"" opposition.  But doesn't that lead to the jibe that his is a party actively bidding to come second? He is prepared to go this far: ""A clear conclusion has been reached, including by Conservatives, that the Conservatives are not going to win this election. ""Therefore the potential is there for the Liberal Democrat advance to be one of the big stories of the election, given that we have the capacity to take on Labour and win as well as take on the Conservatives and win. ""This is really going to be the first modern three party UK election that we have all experienced"". But haven't we been here before, with suggestions in the 1980s that Labour was finished. Won't voters looking for an alternative to Labour still naturally gravitate to the Conservatives? ""The problem is that, geographically, the Conservative party has melted away in about a third of Britain. ""We have supplanted them as the main alternative to Labour in whole tracts of mainland Britain. And they are a party with an ageing and declining membership base and they just do not look vibrant or vital or in touch any longer with contemporary Britain"".  Mr Kennedy is also eager to dispel any impression his party is the new party of the left and is likely to attract mostly disillusioned Labour voters.  He insists his three headline commitments, to be financed from a 1% tax increase on those earning over £100,000 a year, will appeal right across the political spectrum. They are to replace the council tax with a local income tax, provide free long term care for the elderly and scrap student fees. He also believes being the only major party promising to increases taxes will not land him in the same trouble a similar policy did to Old Labour. ""I think the tax argument has moved on a lot in British politics particularly in the context of the forthcoming general election,"" he said. Under a Labour government the tax burden would have to rise, while the Tories' plans to increase spending in some areas while also reducing taxes is just incredible, he claims.  ""We are being straightforward with people, saying you know there is likely to be an increase in the tax burden, we are only recommending one specific tax rise for the top end of income scale earners to fund three specific policies"".  ""That is a clear cut choice for people, one I am very comfortable with and I think will distinguish us from the others"". As to his own future, he is clear. If, as expected, his party increases its showing at the election, he intends to go into the next parliament ""on the front foot with a view to leading it right through that parliament into the next election because I see that as the decisive opportunity for us"". That last remark reflects a view gaining ground in Westminster that, if the Tories do as badly as some fear, the election after next might really see that historic breakthrough by the third party. Perhaps then Mr Kennedy will be ready to put some of the caution to one side. "
tech," You can now buy ""trusted computers"", but can we really trust the PC vendors, asks technology analyst Bill Thompson.  If you have recently bought an IBM ThinkVantage computer, a Dell Optiplex, or one of a whole range of laptops from Toshiba, HP/Compaq or Samsung then you may have got more for your money than you realised. Inside your shiny new PC is an extra chip called the trusted platform module (TPM) that can be used for a range of hardware-based security features. Eventually the TPM will be built into the main processor itself, and if the trusted computing group has its way then you will find one in every piece of hardware you own, from mobile phones to TV set top boxes to children's toys. But for the moment it is a separate piece of hardware, providing enhanced security features to programs that know how to use them. And as part of a well-designed network system, it can provide a lot more security than we enjoy today. A big advantage of the TPM is that it is hardware-based.  At the moment most of us rely on software to keep our information safe and secure. It might be password-protected user accounts, data encryption programs or a firewall, but it all relies on program code running on an inherently insecure processor.  Hardware security is less common, even if it is a lot safer. This is partly because it is more expensive to give someone a smartcard than a password, but also because its more work for users, systems administrators and managers. As a result we settle for second best. So when it comes to computer security, trusted systems could be a major step forward. After all, if you have a laptop that will only run programs that have been digitally signed then it will be a lot harder for virus writers to get their malicious code to run. And if all your files are locked automatically then even if you get your computer stolen your personal data will be safeguarded. At the moment support for trusted hardware is not built into major operating systems. Instead you have to use special software, like HP's ProtectTools or Wave Systems' Embassy. This provides file encryption, password management and identity protection, usually for business users who connect to company networks. Full support for the trusted computing specification will not be available from Microsoft until the next release of Windows, ""Longhorn"". This will include what Microsoft, in a typical act of obscurantism, calls the ""Next Generation Secure Computing Base"", and it will give user-level programs access to the trusted computing hardware. When that happens we can expect to see a lot of publicity around the new capabilities, and no doubt the Windows security centre will encourage users to turn on their trusted computing capability just as they turn on their firewall. However there is a downside to the increased security from viruses, spyware and data theft that this will provide.  Because the trusted computing base is also used to make digital rights management (DRM) systems more secure, this will give content providers a lot more control over what we can do with music, movies and books that we have bought from them. We have seen recently how allowing digital rights management services into our lives can lead to unwelcome consequences. Users of Apple's iTunes used to be able to stream the music they had brought to up to five other iTunes users, a great way of letting your mates discover your music collection.  But the latest version of iTunes limits this capability, just as an earlier upgrade reduced the number of times you could burn a selected playlist of purchased songs to a CD. Another took away the ability to play songs downloaded from Real's Harmony service on your iPod. Apple can do this because they wrote the software and they control the rights management. Once it is embedded in trusted hardware it will be even harder for dedicated programmers to find their way around these restrictions and give us back the fair use rights that should be guaranteed under copyright law. Similarly, users of TiVo digital video recorders have found that they cannot record some shows, and other programmes that they have recorded are automatically deleted after a day. This happens because of changes that TiVo have made to their software, and the users cannot control it. One wonders whether hardware-based DRM will work for those who believe that locking-down digital content is a bad idea, and that the flexibility of copyright law is something that should be embraced and not taken away. It will not work because of the fundamental flaw at the heart of the system: in order for the purchaser to view the content it has to be unlocked. Once it is unlocked then someone, somewhere, will figure out a way to make a copy of the unlocked version. And once an unlocked version leaks onto the network it will be uncontrollable. The efforts going into DRM would be much better spent building efficient distribution services, finding business models that are based on trusting your customers, and offering high quality downloads at fair prices. What we want is not so much a trusted computing platform as a trusted customer platform. The record companies and the film industry need to recognise that most of us, most of the time, will pay a reasonable amount for good quality material. They will benefit more by building a market in which I can share songs with my friends, record shows I want to watch later, and burn CDs for my kids; a market which respects the spirit of copyright law and does not seek to replace it by restrictive contracts or end user agreements. We need to ensure that trusted computing remains under the control of the users and is not used to take away the freedoms we enjoy today.  Bill Thompson is a regular commentator on the BBC World Service programme Go Digital. "
politics," A ""taxpayer subsidised propaganda exercise"" on the EU is being used to lull the British public into a false sense of security, say the Tories.  Shadow foreign secretary Michael Ancram told MPs a new White Paper was part of trying to soften up opinion ahead of the referendum on the EU constitution. His claims were denied by Foreign Secretary Jack Straw, who accused the Tories of ""running scared"" of debate. EU cooperation would help get better UK immigration controls, he argued.  Mr Straw used Thursday's Commons debate to launch the new White Paper on the prospects for the EU in 2005. Security, stability and prosperity would be the key themes when the UK took over the chairmanship of the EU in July, said Mr Straw. Africa and climate change would also feature highly. He said the UK was trying to ensure future EU budgets were limited to 1% of Europe's economic output and were spent ""where it adds most value"". Mr Straw promised to continue to ensure the UK's budget rebate, secured in 1984 by Margaret Thatcher, was ""fully justified"". ""We, like all other countries, have a veto on any changes proposed in this area,"" he said.  Mr Ancram condemned the document, which the Foreign Office says has cost about £2,500 to design, print and deliver. ""Isn't the reason that the government is now involved in a taxpayer subsidised propaganda exercise to try to sell the new EU to the country in advance of the forthcoming referendum and general election?,"" he asked. The Tory spokesman also criticised the government for claiming the EU constitution would make Europe easier to understand. ""The government, last week, had to publish a commentary of 500 pages to try and explain this 'easy and simple' constitution to the British people,"" he said. ""Who are they trying to kid?"" The proposed question for the constitution referendum is: ""Should the United Kingdom approve the Treaty establishing a Constitution for the European Union?"" The Electoral Commission on Thursday said it was satisfied the question was easy to understand. The government has suggested the referendum on the constitution could take place in spring 2006, with the Tories set to campaign for a ""no"" vote.  Mr Ancram said ministers were prolonging uncertainty by putting the vote off until the latest date possible. The foreign secretary hit back by saying Tory attitudes to Europe had helped keep the party out of power for more than a decade. Mr Straw argued cooperation with European partners could bring a ""level playing field"" on immigration and asylum controls. ""You are setting your face against all of these things,"" he added. For the Liberal Democrats, Sir Menzies Campbell said the UK should not ignore the need to reform the EU Common Agricultural Policy. Change was particularly important for developing countries wanting access to markets, he argued. Sir Menzies was among those worried about plans, backed by the UK, to lift the arms embargo imposed on China after the Tiananmen Square massacre. Mr Straw said no decisions had been taken - Chinese human rights had improved but not by enough. "
politics," Council tax in Scotland is set to rise by an average of about 4% in the coming year, BBC Scotland has learned.  Authorities will decide final figures on Thursday when projected increases will be more than twice the rate of inflation, which is currently 1.6%. The finance minister has urged councils to limit increases but they have warned that they will struggle to maintain services unless funding is increased. They say much additional government money is for new initiatives. Scottish Finance Minister, Tom McCabe MSP, said: ""Last week in parliament I announced an additional £419m for core expenditure to local government in Scotland. ""That's a 5.5% increase and sits against an inflation rate of 1.6%, so I think we have quite rightly said to councils this year that we would at the very least ask them to exercise restraint."" Mr McCabe is also looking for local authorities to become more efficient and save money in coming years. He told BBC Radio Scotland's Sunday Live programme: ""Here in Scotland we have 32 councils who all have their own individual collection systems for council tax, they have their own payroll systems and their own human resource systems.  ""We think there has to be opportunities there for rationalisation and using the money saved to reinvest in frontline services."" The councils' umbrella organisation Cosla, which provided BBC Scotland with the indicative figures for next year, warned that councils would face a continuous struggle to maintain services. Mr McCabe has promised them about £8.1bn next year. ""However, most of the increase is targeted to new initiatives and councils will experience difficulties in maintaining core services,"" a Cosla spokesman said. Cosla says that it is willing to work with the executive on finding efficiency savings but that these will not be enough to maintain services. They say the funding plans for the next three years will see councils lose more of the share of public spending. The Conservatives accuse the Scottish Executive of using the council tax to raise funds because it is too afraid to raise income tax.  The Tory finance spokesman, Brian Monteith MSP, said: ""Its a form of disguise... yet again we see that council tax is being used as a way of passing on costs. ""Scared of actually using its three pence income tax that it could put up, what we've seen over the years is more and more burdens being put onto local authorities and the council tax payer having to pick up the bill."" There are also warnings that unless funding to councils is increased in the next few years then services may have to be reduced. Linda Knox, Director of the Scottish Local Authority Management Centre at Strathclyde University, said: ""With this current settlement the increase is slowing. At the same time, the burdens on councils are greater than they were. ""The settlement figures don't include pay increases and the executive is also requiring a substantial figure - in the area of £325m - in efficiency savings across the settlement period."" Education will be protected from any cuts but Linda Knox says this will mean other services will suffer. She said: ""In practice, that will mean a 4-5% cut for other services. On the face of it the settlement looks like an increase of about 9.7% but by the time you take into account other factors its probably only about 1% in real terms."" "
sport," Allan Scott is confident of winning a medal at next week's European Indoor Championships after a solid debut on the international circuit.  The 22-year-old Scot finished fourth in the 60m hurdles at the Jose M Cagigal Memorial meeting in Madrid. ""It was definitely a learning curve and I certainly haven't ruled out challenging for a medal next week,"" said the East Kilbride athlete. The race was won by Felipe Vivancos, who equalled the Spanish record.  Sweden's Robert Kronberg was second, with Haiti's Dudley Dorival in third. Scott was slightly disappointed with his run in the final. He won his heat in 7.64secs but ran 0.04secs slower in his first IAAF Indoor Grand Prix circuit final. ""I should have done better than that,"" he said. ""I felt I could have won it. I got a poor start - but I still felt I should have ran faster."" Vivancos slashed his personal best to equal the Spanish record with a time of 7.60secs while Kronberg and Dorival clocked 7.62secs and 7.63secs respectively. "
politics," Liberal Democrat leader Charles Kennedy has begun a week-long tour to persuade voters they are the ""real opposition"".  Mr Kennedy is visiting constituencies in Somerset and Hampshire on Monday - rural seats where his party is hoping to make gains from the Conservatives. Later he will visit places, such as Liverpool, where Labour is targeted. Labour say a Lib Dem vote could ""let the Tories in"", while the Tories say the Lib Dems would mean ""higher taxes, soft crime laws, more power to Europe"". Mr Kennedy's tour comes as he, Labour leader Tony Blair and Conservative leader Michael Howard all step up campaigning ahead of the next General Election, widely expected to be held on 5 May. On Tuesday Mr Kennedy will visit Leicester South, where Lib Dem MP Parmjit Singh Gill overturned a big Labour majority to win the seat in last year's by-election.  Stops in Shrewsbury, North Dorset, Liverpool, Manchester, Basingstoke and west London are planned for later in the week. The Liberal Democrats say in the northern cities, the race is between them and Labour, while in southern seats - particularly the south west - it is between them and the Tories. Speaking to the BBC's Westminster Hour on Sunday, Mr Kennedy said the upcoming general election - widely tipped for 5 May - would be much more unpredictable than any others in ""recent experience"". Asked whether it was realistic to assume the Liberal Democrats could win the general election, he said: ""There's no limit to the ambitions we have as a party. ""But we have got to be responsible, we have got to be credible, we have got to demonstrate to people that we are up to that task.""  Mr Kennedy said the British public felt let down by Labour on issues from Iraq to top-up fees and the Conservatives were not ""asking the critical questions"". And he said people were ""highly sceptical"" about Labour and Conservative promises on tax. But he brushed off Labour suggestions a vote for his party would mean letting the Tories in ""by the back door"". ""If you look at the four previous parliamentary by-elections, the Liberal Democrats have demonstrated that, not only can we leapfrog the Conservatives where we start in a third place position, but we can go on to defeat the government. ""That's going to be the story, I think, of this coming general election."" "
business," One of Japan's best-known businessmen was arrested on Thursday on charges of falsifying shareholder information and selling shares based on the false data.  Yoshiaki Tsutsumi was once ranked as the world's richest man and ran a business spanning hotels, railways, construction and a baseball team. His is the latest in a series of arrests of top executives in Japan over business scandals. He was taken away in a van outside one of his Prince hotels in Tokyo.  There was a time when Mr Tsutsumi seemed untouchable. Inheriting a large property business from his father in the 1960s, he became one of Japan's most powerful industrialists, with close connections to many of the country's leading politicians. He used his wealth and influence to bring the Winter Olympic Games to Nagano in 1998. But last year, he was forced to resign from all the posts he held in his business empire, after being accused of falsifying the share-ownership structure of Seibu Railways, one of his companies. Under Japanese stock market rules, no listed company can be more than 80% owned by its 10 largest shareholders. Now Mr Tsutsumi faces criminal charges and the possibility of a prison sentence because he made it look as if the 10 biggest shareholders owned less than this amount. Seibu Railways has been delisted from the stock exchange, its share value has plunged and it is the target of a takeover bid.  Mr Tsutsumi's fall from grace follows the arrests of several other top executives in Japan as the authorities try to curb the murky business practices which were once widespread in Japanese companies. His determination to stay at the top at all costs may have had its roots in his childhood. The illegitimate third son of a rich father, who made his money buying up property as Japan rebuilt after World War II, he has described the demands his father made. ""I felt enormous pressure when I dined with him and it was nothing but pain,"" Tsutsumi told a weekly magazine in 1987. ""He scolded me for pouring too much soy sauce or told me fruit was not for children. He didn't let me use the silk futon, saying it's a luxury."" There have been corporate governance issues at some other Japanese companies too. Last year, twelve managers from Mitsubishi Motors were charged with covering up safety defects in their vehicles and three executives from Japan's troubled UFJ bank were charged with concealing the extent of the bank's bad loans. "
sport," Britain's Jason Gardener shook off an upset stomach to win the 60m at Sunday's Leipzig International meeting.  Gardener clocked 6.56 seconds to equal the meeting record and finished well ahead of Germany's Marc Blume, who crossed the line in 6.67 secs. The world indoor champion said: ""I got to the airport and my stomach was upset and I was vomiting. I almost went home. ""I felt a little better Sunday morning but decided I'd only run in the main race. Then everything went perfectly."" Gardener, part of the Great Britain 4x100m quartet that won gold at the Athens Olympics, will now turn his attention to next weekend's Norwich Union European Indoor trials in Sheffield.  ""Given I am still off-colour I know there is plenty more in the tank and I expect to get faster in the next few weeks,"" he said. ""It's just a case of chipping away as I have done in previous years and the results will come."" Scotland's Ian Mackie was also in action in Leipzig. He stepped down from his favoured 400m to 200m to finish third in 21.72 secs. Germany's Alexander Kosenkow won the race in 21.07 secs with Dutchman Patrick van Balkom second in 21.58 secs. There were plenty of other senior British athletes showing their indoor form over the weekend. Promising 60m hurdler  clocked a new UK record of 7.98 seconds at a meeting in Norway. The 24-year-old reached the mark in her heat but had to settle for joint first place with former AAA champion Diane Allahgreen in the final.  , who broke onto the international scene at the Olympic Games last season, set an indoor personal best of 16.50m in the triple jump at a meeting in Ghent. That leap - 37cm short of Brazilian winner Jadel Gregorio's effort - was good enough to qualify for the European Indoor Championships. At the same meeting,  finished third in 7.27 seconds in a high-class women's 60m. The event was won by European medal favourite Christine Arron of France while Belgium rival Kim Gevaert was second. Britain's Joice Maduaka finished fifth in 7.35. Olympic bronze heptathlon medallist  made a low-key return to action at an indoor meeting in Birmingham. The 28-year-old cleared 1.76m to win the high jump and threw 13.86m in the women's shot put. "
business," Budget airline Ryanair has placed an order for 70 Boeing 737-800 planes, in a deal valued at $4bn (£2.1bn) which should lead to 2,500 new Ryanair jobs.  It also has an option for a further 70 aircraft, a move which brings the Ryanair/Boeing order book up to 225 firm orders and options on 193 more. Ryanair said the new planes would help it to cut operating costs further. The carrier reported a drop in quarterly profit earlier this year after it was hit by higher fuel costs. However, when it reported the results, the airline was upbeat about prospects for 2005, despite tough competition in the budget airline market.  Ryanair chairman David Bonderman said that the 737-800 had ""significantly reduced our unit operating costs and allowed us to reduce air fares each year for the last five years"".  ""With this new order and new pricing in place, Ryanair expects that unit operating costs (excluding fuel) will continue to fall each year for the next five years,"" he added. At the end of this year, Ryanair will have taken delivery of about 100 new planes, while the 70 new orders are due for delivery between 2008 and 2012. The airline said that when all these planes have been delivered, it will be able to carry more than 70 million passengers a year, making it Europe's largest airline. About 2,500 new jobs should be created in the next seven years, it added. The order can be seen as good news for Boeing, which in recent years has been overtaken by European plane maker Airbus as the world's biggest-selling plane maker. "
sport," Nottingham Forest have confirmed they have received an £8m bid from Tottenham for Andy Reid and Michael Dawson.  Reid rejected a move to Southampton after Forest accepted a cash-plus-players offer while Spurs had made previous bids for the 22-year-old. Spurs had also made an undisclosed offer for 21-year-old defender Dawson. Forest chief executive Mark Arthur said: ""We've received an £8m bid from Spurs for the two players and we're considering the offer."" Southampton's offer for Republic of Ireland international Reid comprised £3m-plus and two players - Brett Ormerod and Darren Kenton.  Spurs had seen previous bids of £3m, £4m and £5m for Reid rejected by the Championship club. "
politics," Gordon Brown has called on rich nations to fund a £5.5bn ($10bn) plan to fight the Aids epidemic and find a vaccine.  On the fourth day of his six-day tour of Africa, the UK chancellor predicted a vaccine could be found by 2012 if the world stepped up its funding pledges. Doubling the £400m being spent yearly on finding such a vaccine could advance it by three years and save six million lives, Mr Brown said on Thursday. He hopes to use the UK's G8 presidency to push the issue forward.  ""I believe that the generation that provided the finance to combat, cure and eradicate the world's deadliest disease of today - and today the world's least curable disease - HIV/Aids - will rightly earn the title 'the great generation',"" Mr Brown said in a speech during his African tour. The problems of HIV/Aids were inseparable from poverty, he added. ""At least $10 billion per annum (£5.5bn) is needed to address the HIV/Aids crisis in low and middle income countries. ""Existing financial commitments on their own will not stop the pandemic. ""The UK's proposal for an International Finance Facility is so important - increasing world aid flows by over $50 billion (£27bn). A doubling of world aid to halve world poverty."" Mr Brown also said he had agreed with the Italian finance minister Domenico Siniscalco to push forward with plans for the world-wide sharing and co-ordination of research into the disease.  Currently the private sector was only spending £60m a year on seeking an inoculation and the market needed boosting, Mr Brown said. He called on industrialised nations to commit themselves to buying the first 300m vaccines at a cost of $20 each, thereby boosting the market for inoculations. This would be a ""large enough inducement to create much stronger interest from both large and small pharmaceutical firms"", Mr Brown added.  More must also be done to finance the treatment and care of those living with HIV/Aids and their families, he said. But Aid charity Actionaid criticised Mr Brown's preoccupation with finding a vaccine and called on G8 nations to fund HIV/Aids treatments. The charity's head of HIV/Aids in Britain, Simon Wright said: ""While encouraging the pharmaceutical industry to discover an HIV vaccine is important, a failure to provide any funding for HIV treatments condemns a generation of people to death. ""HIV is decimating African countries, killing the most productive adults who should be working, caring for children and building the economy. An HIV vaccine is probably at least 10 years away. Treatments are needed now."" On Wednesday, Mr Brown visited slums in the Kenyan capital Nairobi . He will visit an HIV/Aids orphanage in Tanzania and a women's credit union in Mozambique before chairing a meeting of the Commission for Africa in Cape Town. The chancellor has already unveiled proposals for a G8 aid package which he has likened to the Marshall Plan used by the United States to rebuild Europe after World War Two. "
business," The US government is to investigate two airlines- US Airways and Delta Air Lines' Comair subsidiary - after travel chaos over the Christmas weekend.  Staff calling in sick at US Airways and computer failures at Comair left 30,000 passengers stranded and 10,000 pieces of baggage undelivered. US Airways is in Chapter 11 bankruptcy protection for the second time in two years, and battling to cut costs. It is currently trying to negotiate pay cuts with flight and baggage staff.  Transportation Secretary Norman Mineta said he was ""deeply concerned"" at the disruption to passengers, and ordered a thorough investigation. Comair's computer breakdown plunged its flight-crew scheduling system into disarray. Altogether, some 1,100 flights were cancelled over the holiday long weekend. Mr Mineta said it was important to understand ""what happened, why it happened and whether the carriers properly planned for the holiday travel period and responded appropriately to consumer needs in the aftermath"".  Adding to the atmosphere of chaos were mountains of luggage left to pile up when a third of US Airways' baggage handling staff called in sick. There was also a shortage of US Airways flight attendants, with nearly a fifth saying they were too sick to work, leading to many flight cancellations. However, union officials denied there had been a deliberate ""sickout"". They said that many people have flu at this time of year and that the airline is chronically understaffed.  US Airways ended up cancelling over 100 flights on Christmas Day, stranding passengers in as many as 119 airports. Ground crews at US Airways, the seventh-largest US airline, which is now in Chapter 11 bankruptcy protection, face a court-imposed pay cut next month. The airline needs to negotiate other paycuts if it is to find a route out of bankruptcy. It is looking for paycuts totalling $800m.  ""US Airways has a full-scale employee mutiny on its hands,"" commented Michael Boyd, an industry consultant. Disruptions to flight schedules could discourage customers from flying with US Airways, reducing revenues. US Airways had to cancel approximately 65 flights on Thursday, 180 on Friday, 140 on Saturday, 43 on Sunday and 15 on Monday, said industry officials. The airline said it was ""embarrassed by the situation"" and ""deeply regrets any inconvenience caused to customers,"" The probe will focus on the industry's compliance with a 1999 agreement aimed at improving the quality of passenger service that has so far allowed airlines to avoid congressionally-mandated standards. Analysts said the Christmas chaos cast doubt on US Airway's ability to emerge from bankruptcy - and was likely to worsen the finances of troubled Delta, parent of Comair. Comair ""deeply regrets the inconvenience to all of our customers caused by the severe winter storm in the Ohio River Valley during the busy holiday season, exacerbated by problems with the airline's crew scheduling system, causing additional flight delays and cancellations,"" the Delta subsidiary said in a statement. "
tech," Literally putting a face on technology could be one of the keys to improving our interaction with hi-tech gadgets.  Imagine a surveillance system that also presents a virtual embodiment of a person on a screen who can react to your behaviour, and perhaps even alert you to new e-mails. Basic versions of these so-called avatars already exist. Together with speech and voice recognition systems, they could replace the keyboard and mouse in the near future. Some of these ideas have been showcased at the London's Science Museum, as part of its Future Face exhibition.  One such avatar is Jeremiah. It is a virtual man, which you can download for free and install in your computer.  His creator, Richard Bowden, lecturer at the Centre for Vision, Speech and Signal Processing at the University of Surrey, refers to Jeremiah as ""him"", rather than it. ""Jeremiah is a virtual face that attempts to emulate humans in the way it responds to activity. He is very childlike, he likes visual stimulus,"" he told the BBC News website. ""When he sees children running and laughing and waving at him, he smiles at them. If you ignore him, he gets angry. If you leave, he gets sad. And you can also even surprise him."" Jeremiah is not actually intelligent. It works on vision, reacting in a preset way to the information provided by a surveillance tracker system. It is not able to talk or to hear you, at least not yet. The Surrey team is already working on Jeremiah's next version, that will replace the human face with an underwater and more interactive creature: Finn the fish. ""I am interested in the interaction, providing the ability of a system to watch what's going on and make decisions based on that,"" explained Dr Bowden.  The research comes at a time when people are having to cope with an increasing number of hi-tech gadgets.  Experts say a much more natural way to interact with these devices, such as a virtual human, could make it much easier to make the most of all those new gizmos. ""If you get up at three o'clock in the morning, and you go downstairs, there are probably two things you are going to do: either going to the bathroom, or maybe you are going to make a cup of tea,"" said Dr Bowden. ""Now if the system can watch your behaviour over time, it can learn this, so it would predict what you are going to do, turn on the lights for you, or, before you even get to the kettle, it could have switched it on."" You might even be able to tell your home surveillance system that you will be going away on holiday, and ask if it could make sure that the house is secure once you have left. This might sound like a scary vision of an Orwellian future. But it might all depend on the face that is watching you. ""When we put the surveillance cameras in our centre, a lot of people were very unhappy about the fact that there was a system watching them,"" said Dr Bowden. ""But when Jeremiah's camera went in, nobody minded, because although it's still watching them, they could see what it was watching."" "
sport," Charlton manager Alan Curbishley paid tribute to two-goal striker Jonatan Johansson after beating Norwich.  Curbishley said after the 4-0 win: ""There was talk about Norwich being interested in the summer but I have a lot of faith in Jonatan. ""When there was talk of other clubs I just told him he was going nowhere. ""He's part of our squad and he got us a couple of important goals early on. I'm sure he's happy here, but I was delighted with all the players."" Curbishley was subjected to criticism from Charlton fans recently, and he said: ""The thing about this club is that we have got where we are by all pulling in the same direction. ""That's happened for however long I've been here and we don't want people taking sides."" "
politics," Gordon Brown has outlined what he thinks should be the key themes of New Labour's next general election bid.  He said ensuring every child in Britain had the best start in life could be a legacy to match the NHS's creation. The chancellor has previously planned the party's election strategy but this time the role will be filled by Alan Milburn - a key ally of Tony Blair. The premier insisted Mr Brown will have a key role in Labour's campaign, and praised his handling of the economy.  Writing in the Guardian newspaper, Mr Brown outlined his view of the direction New Labour should be taking. ""As our manifesto and our programme for the coming decade should make clear, Labour's ambition is not simply tackling idleness but delivering full employment; not just attacking ignorance, disease and squalor but promoting lifelong education, good health and sustainable communities."" BBC political editor Andrew Marr said that Mr Brown's article was ""a warning shot"" to Mr Blair not to try and cut him out of the manifesto writing process. ""It was, as always, coded and careful... but entirely deliberate,"" was Mr Marr's assessment. The prime minister was asked about Mr Brown's article and about his election role when he appeared on BBC Radio 4's Today programme. Mr Blair said a decision had yet to be taken over how the election would be run but the chancellor's role would be ""central"". Mr Blair argued that under New Labour the country had changed for the better and that was ""in part"" because of Mr Brown's management of the economy. And he pledged childcare would be a ""centrepiece"" of Labour's manifesto. He also predicted the next general election will be a ""tough, tough fight"" for New Labour. But the prime minister insisted he did not know what date the poll would take place despite speculation about 5 May. Mr Blair said he was taking ""nothing for granted"" ahead of the vote - warning that the Tory strategy was to win power via the back door by hinting they were aiming to cut Labour's majority instead of hoping for an outright win. "
politics," Deals are being sought to allow the UK to deport terror suspects to their home countries without risk of them being tortured or sentenced to death.  Home Secretary Charles Clarke told the Times he hoped agreement with several countries could be reached. The move follows a Law Lords judgement that the detention of 12 men at Belmarsh prison, London, and Woodhill, Milton Keynes, was unlawful. The 12 affected by the ruling are from Algeria, Tunisia, Egypt and Jordan. The government was told that using anti-terror legislation brought in after 11 September to hold the men indefinitely without charge broke human rights laws.  Mr Clarke told The Times: ""I think we should be prosecuting much more energetically our ability to deport the individuals concerned to the countries from which they come."" He said it was a route that was being pursued in collaboration with Foreign Secretary Jack Straw ""in a very positive way"". Mr Clarke said that he was seeking ""memorandums of understanding"" between overseas governments and Britain to ensure suspects would not be subjected to the death penalty on their return. However, he added: ""I do not think the solution to the Law Lords' judgement for this government is in deportations, but they will help. ""There are other strands that we have to do."" But the Liberal Democrat's shadow home secretary, Mark Oaten, accused Mr Clarke of avoiding the main issue with the Belmarsh detainees.  ""The critical issue that the home secretary is dodging at this stage is to deal with the very principle, to deal with how we tackle this problem in the future,"" he told BBC News. ""And I do want him to grasp those issues and that means looking at how we can actually secure convictions in this country allowing, for example, intercept communications, telephone tapping to be included,"" Mr Oaten said. ""Deportation may tackle this initial problem but I want to see a wider debate urgently about how we can actually get trials and convictions in this country."" ""Unless we get that, the Liberal Democrats will vote against this measure when it comes for renewal in March.""  The BBC's home affairs correspondent, Daniel Sandford, said it appeared Mr Clarke was putting more emphasis on the possibility of deportation than his predecessor, David Blunkett. But he said reaching an understanding with some of the detainees' home countries could be difficult. ""Some of these people are accused of very, very serious crimes in their home countries so it's not an easy agreement to get and I think for some of these suspects it won't be the solution."" Daniel Sandford said ministers may try to put forward other solutions - such as allowing more secret evidence to be put into normal criminal trials or developing a more secret trials process - in the next few weeks. ""The government may try and deport some of them and then those that are left see if they can work out some way of putting them on trial,"" he said. "
tech," Viewers could soon be rewarded for watching TV as loyalty cards come to a screen near you.  Any household hooked up to Sky could soon be using smartcards in conjunction with their set-top boxes. Broadcasters such as Sky and ITV could offer viewers loyalty points in return for watching a particular channel or programme. Sky will activate a spare slot on set-top boxes in January, marketing magazine New Media Age reported.  Sky set-top boxes have two slots. One is for the viewer's decryption card, while the other has been dormant until now.  Loyalty cards have become a common addition to most wallets, as High Street brands rush to keep customers with a series of incentives offered by store cards. Now similar schemes look set to enter the highly competitive world of multi-channel TV. Viewers who stay loyal to a particular TV channel could be rewarded by free TV content or freebies from retail partners. Broadcasters aiming content at children could offer smartcards which gives membership to exclusive content and clubs. ""Parents could pre-pay for some content, as a kind of TV pocket money card,"" said Nigel Whalley, managing director of media consultancy Decipher.  Viewers could even be rewarded for watching ad breaks, with ideas such as ad bingo being touted by firms keen to make money out of the new market, said Mr Whalley. Credit cards that have been chipped could be used in set-top boxes to pay for movies, gambling and gaming. ""The idea of an intelligent card in boxes offers a lot of possibilities. It will be down to the ingenuity of the content players,"" said Mr Whalley. For the BBC, revenue-generating activity will be of little interest but the new development may prompt changes to Freeview set-top boxes, said Mr Whalley. Currently most Freeview boxes do not have a slot which would allow viewers to use a smartcard. Some 7.4 million households have Sky boxes and Sky is hoping to increase this to 10 million by 2010. Loyalty cards could play a role in this, particularly in reducing the number of people who cancel their Sky subscriptions, said Ian Fogg, an analyst with Jupiter Research. "
